2025-02-28 11:16:38 - INFO - Log file cleared: logs/audio_dataset.log
2025-02-28 11:16:38 - INFO - Application started - logs cleared
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_ai_optimized
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_ai_optimized
2025-02-28 11:16:39 - INFO - Found 1 audio files in audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_split
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_split/backup
2025-02-28 11:16:39 - INFO - Found 1 audio files in audio
2025-02-28 11:16:50 - INFO - Starting audio optimization process for file: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - INFO - Parameters - Chunk lengths: [10, 20, 30], Overlap lengths: [0, 3, 5], Max duration: 300
2025-02-28 11:16:50 - DEBUG - Directory already exists: audio
2025-02-28 11:16:50 - DEBUG - Directory already exists: audio_ai_optimized
2025-02-28 11:16:50 - DEBUG - Validating audio file path: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - DEBUG - File exists at specified path: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - INFO - Using audio file: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - INFO - Audio loaded successfully - Duration: 708.98s, Channels: 2, Sample rate: 44100Hz, Bit depth: 16 bits
2025-02-28 11:16:50 - INFO - Trimming audio to first 300 seconds
2025-02-28 11:16:50 - INFO - Audio standardized to mono 16kHz 16-bit PCM
2025-02-28 11:16:50 - INFO - Processing 9 valid combinations (skipped 0 invalid combinations)
2025-02-28 11:16:50 - INFO - === COMBINATION 1/9 ===
2025-02-28 11:16:50 - INFO - Chunk length: 10s, Overlap length: 0s
2025-02-28 11:16:50 - INFO - Audio length: 300.00s, Calculated 31 chunks
2025-02-28 11:18:46 - DEBUG - Chunk 22/42: Base: 357.00s-377.00s, With padding: 354.00s-380.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 23/42: Base: 374.00s-394.00s, With padding: 371.00s-397.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 24/42: Base: 391.00s-411.00s, With padding: 388.00s-414.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 25/42: Base: 408.00s-428.00s, With padding: 405.00s-431.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 26/42: Base: 425.00s-445.00s, With padding: 422.00s-448.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 27/42: Base: 442.00s-462.00s, With padding: 439.00s-465.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 28/42: Base: 459.00s-479.00s, With padding: 456.00s-482.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 29/42: Base: 476.00s-496.00s, With padding: 473.00s-499.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 30/42: Base: 493.00s-513.00s, With padding: 490.00s-516.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 31/42: Base: 510.00s-530.00s, With padding: 507.00s-533.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 32/42: Base: 527.00s-547.00s, With padding: 524.00s-550.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 33/42: Base: 544.00s-564.00s, With padding: 541.00s-567.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 34/42: Base: 561.00s-581.00s, With padding: 558.00s-584.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 35/42: Base: 578.00s-598.00s, With padding: 575.00s-601.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 36/42: Base: 595.00s-615.00s, With padding: 592.00s-618.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 37/42: Base: 612.00s-632.00s, With padding: 609.00s-635.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 38/42: Base: 629.00s-649.00s, With padding: 626.00s-652.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 39/42: Base: 646.00s-666.00s, With padding: 643.00s-669.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 40/42: Base: 663.00s-683.00s, With padding: 660.00s-686.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 41/42: Base: 680.00s-700.00s, With padding: 677.00s-703.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 42/42: Base: 697.00s-708.98s, With padding: 694.00s-708.98s (Padding before: 3.00s, after: 0.00s)
2025-02-28 11:18:46 - INFO - Successfully created 42 chunk files for combination: chunk20s_overlap3s
2025-02-28 11:18:46 - INFO - === COMBINATION 13/43 ===
2025-02-28 11:18:46 - INFO - Chunk length: 20s, Overlap length: 5s
2025-02-28 11:18:46 - INFO - Audio length: 708.98s, Calculated 47 chunks
2025-02-28 11:18:46 - DEBUG - Chunk 1/47: Base: 0.00s-20.00s, With padding: 0.00s-25.00s (Padding before: 0.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 2/47: Base: 15.00s-35.00s, With padding: 10.00s-40.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 3/47: Base: 30.00s-50.00s, With padding: 25.00s-55.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 4/47: Base: 45.00s-65.00s, With padding: 40.00s-70.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 5/47: Base: 60.00s-80.00s, With padding: 55.00s-85.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 6/47: Base: 75.00s-95.00s, With padding: 70.00s-100.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 7/47: Base: 90.00s-110.00s, With padding: 85.00s-115.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 8/47: Base: 105.00s-125.00s, With padding: 100.00s-130.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 9/47: Base: 120.00s-140.00s, With padding: 115.00s-145.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 10/47: Base: 135.00s-155.00s, With padding: 130.00s-160.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 11/47: Base: 150.00s-170.00s, With padding: 145.00s-175.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 12/47: Base: 165.00s-185.00s, With padding: 160.00s-190.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 13/47: Base: 180.00s-200.00s, With padding: 175.00s-205.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 14/47: Base: 195.00s-215.00s, With padding: 190.00s-220.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 15/47: Base: 210.00s-230.00s, With padding: 205.00s-235.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 16/47: Base: 225.00s-245.00s, With padding: 220.00s-250.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 17/47: Base: 240.00s-260.00s, With padding: 235.00s-265.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 18/47: Base: 255.00s-275.00s, With padding: 250.00s-280.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 19/47: Base: 270.00s-290.00s, With padding: 265.00s-295.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 20/47: Base: 285.00s-305.00s, With padding: 280.00s-310.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 21/47: Base: 300.00s-320.00s, With padding: 295.00s-325.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 22/47: Base: 315.00s-335.00s, With padding: 310.00s-340.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 23/47: Base: 330.00s-350.00s, With padding: 325.00s-355.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 24/47: Base: 345.00s-365.00s, With padding: 340.00s-370.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 25/47: Base: 360.00s-380.00s, With padding: 355.00s-385.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 26/47: Base: 375.00s-395.00s, With padding: 370.00s-400.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 27/47: Base: 390.00s-410.00s, With padding: 385.00s-415.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 28/47: Base: 405.00s-425.00s, With padding: 400.00s-430.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 29/47: Base: 420.00s-440.00s, With padding: 415.00s-445.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 30/47: Base: 435.00s-455.00s, With padding: 430.00s-460.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 31/47: Base: 450.00s-470.00s, With padding: 445.00s-475.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 32/47: Base: 465.00s-485.00s, With padding: 460.00s-490.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 33/47: Base: 480.00s-500.00s, With padding: 475.00s-505.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 34/47: Base: 495.00s-515.00s, With padding: 490.00s-520.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 35/47: Base: 510.00s-530.00s, With padding: 505.00s-535.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 36/47: Base: 525.00s-545.00s, With padding: 520.00s-550.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 37/47: Base: 540.00s-560.00s, With padding: 535.00s-565.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 38/47: Base: 555.00s-575.00s, With padding: 550.00s-580.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 39/47: Base: 570.00s-590.00s, With padding: 565.00s-595.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 40/47: Base: 585.00s-605.00s, With padding: 580.00s-610.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 41/47: Base: 600.00s-620.00s, With padding: 595.00s-625.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 42/47: Base: 615.00s-635.00s, With padding: 610.00s-640.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 43/47: Base: 630.00s-650.00s, With padding: 625.00s-655.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 44/47: Base: 645.00s-665.00s, With padding: 640.00s-670.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 45/47: Base: 660.00s-680.00s, With padding: 655.00s-685.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 46/47: Base: 675.00s-695.00s, With padding: 670.00s-700.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 47/47: Base: 690.00s-708.98s, With padding: 685.00s-708.98s (Padding before: 5.00s, after: 0.00s)
2025-02-28 11:18:46 - INFO - Successfully created 47 chunk files for combination: chunk20s_overlap5s
2025-02-28 11:18:46 - INFO - === COMBINATION 14/43 ===
2025-02-28 11:18:46 - INFO - Chunk length: 20s, Overlap length: 10s
2025-02-28 11:18:46 - INFO - Audio length: 708.98s, Calculated 70 chunks
2025-02-28 11:18:46 - DEBUG - Chunk 1/70: Base: 0.00s-20.00s, With padding: 0.00s-30.00s (Padding before: 0.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 2/70: Base: 10.00s-30.00s, With padding: 0.00s-40.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 3/70: Base: 20.00s-40.00s, With padding: 10.00s-50.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 4/70: Base: 30.00s-50.00s, With padding: 20.00s-60.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 5/70: Base: 40.00s-60.00s, With padding: 30.00s-70.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 6/70: Base: 50.00s-70.00s, With padding: 40.00s-80.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 7/70: Base: 60.00s-80.00s, With padding: 50.00s-90.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 8/70: Base: 70.00s-90.00s, With padding: 60.00s-100.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 9/70: Base: 80.00s-100.00s, With padding: 70.00s-110.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 10/70: Base: 90.00s-110.00s, With padding: 80.00s-120.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 11/70: Base: 100.00s-120.00s, With padding: 90.00s-130.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 12/70: Base: 110.00s-130.00s, With padding: 100.00s-140.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 13/70: Base: 120.00s-140.00s, With padding: 110.00s-150.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 14/70: Base: 130.00s-150.00s, With padding: 120.00s-160.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 15/70: Base: 140.00s-160.00s, With padding: 130.00s-170.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 16/70: Base: 150.00s-170.00s, With padding: 140.00s-180.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 17/70: Base: 160.00s-180.00s, With padding: 150.00s-190.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 18/70: Base: 170.00s-190.00s, With padding: 160.00s-200.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 19/70: Base: 180.00s-200.00s, With padding: 170.00s-210.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 20/70: Base: 190.00s-210.00s, With padding: 180.00s-220.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 21/70: Base: 200.00s-220.00s, With padding: 190.00s-230.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 22/70: Base: 210.00s-230.00s, With padding: 200.00s-240.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 23/70: Base: 220.00s-240.00s, With padding: 210.00s-250.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 24/70: Base: 230.00s-250.00s, With padding: 220.00s-260.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 25/70: Base: 240.00s-260.00s, With padding: 230.00s-270.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 26/70: Base: 250.00s-270.00s, With padding: 240.00s-280.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 27/70: Base: 260.00s-280.00s, With padding: 250.00s-290.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 28/70: Base: 270.00s-290.00s, With padding: 260.00s-300.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 29/70: Base: 280.00s-300.00s, With padding: 270.00s-310.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 30/70: Base: 290.00s-310.00s, With padding: 280.00s-320.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 31/70: Base: 300.00s-320.00s, With padding: 290.00s-330.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 32/70: Base: 310.00s-330.00s, With padding: 300.00s-340.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 33/70: Base: 320.00s-340.00s, With padding: 310.00s-350.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 34/70: Base: 330.00s-350.00s, With padding: 320.00s-360.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 35/70: Base: 340.00s-360.00s, With padding: 330.00s-370.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 36/70: Base: 350.00s-370.00s, With padding: 340.00s-380.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 37/70: Base: 360.00s-380.00s, With padding: 350.00s-390.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 38/70: Base: 370.00s-390.00s, With padding: 360.00s-400.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 39/70: Base: 380.00s-400.00s, With padding: 370.00s-410.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 40/70: Base: 390.00s-410.00s, With padding: 380.00s-420.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 41/70: Base: 400.00s-420.00s, With padding: 390.00s-430.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 42/70: Base: 410.00s-430.00s, With padding: 400.00s-440.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 43/70: Base: 420.00s-440.00s, With padding: 410.00s-450.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 44/70: Base: 430.00s-450.00s, With padding: 420.00s-460.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 45/70: Base: 440.00s-460.00s, With padding: 430.00s-470.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 46/70: Base: 450.00s-470.00s, With padding: 440.00s-480.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 47/70: Base: 460.00s-480.00s, With padding: 450.00s-490.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 48/70: Base: 470.00s-490.00s, With padding: 460.00s-500.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 49/70: Base: 480.00s-500.00s, With padding: 470.00s-510.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 50/70: Base: 490.00s-510.00s, With padding: 480.00s-520.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 51/70: Base: 500.00s-520.00s, With padding: 490.00s-530.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 52/70: Base: 510.00s-530.00s, With padding: 500.00s-540.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 53/70: Base: 520.00s-540.00s, With padding: 510.00s-550.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 54/70: Base: 530.00s-550.00s, With padding: 520.00s-560.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 55/70: Base: 540.00s-560.00s, With padding: 530.00s-570.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 56/70: Base: 550.00s-570.00s, With padding: 540.00s-580.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 57/70: Base: 560.00s-580.00s, With padding: 550.00s-590.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 58/70: Base: 570.00s-590.00s, With padding: 560.00s-600.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 59/70: Base: 580.00s-600.00s, With padding: 570.00s-610.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 60/70: Base: 590.00s-610.00s, With padding: 580.00s-620.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 61/70: Base: 600.00s-620.00s, With padding: 590.00s-630.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 62/70: Base: 610.00s-630.00s, With padding: 600.00s-640.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 63/70: Base: 620.00s-640.00s, With padding: 610.00s-650.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 64/70: Base: 630.00s-650.00s, With padding: 620.00s-660.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 65/70: Base: 640.00s-660.00s, With padding: 630.00s-670.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 66/70: Base: 650.00s-670.00s, With padding: 640.00s-680.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 67/70: Base: 660.00s-680.00s, With padding: 650.00s-690.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 68/70: Base: 670.00s-690.00s, With padding: 660.00s-700.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 69/70: Base: 680.00s-700.00s, With padding: 670.00s-708.98s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 70/70: Base: 690.00s-708.98s, With padding: 680.00s-708.98s (Padding before: 10.00s, after: 0.00s)
2025-02-28 11:18:46 - INFO - Successfully created 70 chunk files for combination: chunk20s_overlap10s
2025-02-28 11:18:46 - INFO - === COMBINATION 15/43 ===
2025-02-28 11:18:46 - INFO - Chunk length: 20s, Overlap length: 15s
2025-02-28 11:18:46 - INFO - Audio length: 708.98s, Calculated 139 chunks
2025-02-28 11:18:46 - DEBUG - Chunk 1/139: Base: 0.00s-20.00s, With padding: 0.00s-35.00s (Padding before: 0.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 2/139: Base: 5.00s-25.00s, With padding: 0.00s-40.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 3/139: Base: 10.00s-30.00s, With padding: 0.00s-45.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 4/139: Base: 15.00s-35.00s, With padding: 0.00s-50.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 5/139: Base: 20.00s-40.00s, With padding: 5.00s-55.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 6/139: Base: 25.00s-45.00s, With padding: 10.00s-60.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 7/139: Base: 30.00s-50.00s, With padding: 15.00s-65.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 8/139: Base: 35.00s-55.00s, With padding: 20.00s-70.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 9/139: Base: 40.00s-60.00s, With padding: 25.00s-75.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 10/139: Base: 45.00s-65.00s, With padding: 30.00s-80.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 11/139: Base: 50.00s-70.00s, With padding: 35.00s-85.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 12/139: Base: 55.00s-75.00s, With padding: 40.00s-90.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 13/139: Base: 60.00s-80.00s, With padding: 45.00s-95.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 14/139: Base: 65.00s-85.00s, With padding: 50.00s-100.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 15/139: Base: 70.00s-90.00s, With padding: 55.00s-105.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 16/139: Base: 75.00s-95.00s, With padding: 60.00s-110.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 17/139: Base: 80.00s-100.00s, With padding: 65.00s-115.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 18/139: Base: 85.00s-105.00s, With padding: 70.00s-120.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 19/139: Base: 90.00s-110.00s, With padding: 75.00s-125.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 20/139: Base: 95.00s-115.00s, With padding: 80.00s-130.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:18:46 - DEBUG - Chunk 21/139: Base: 100.00s-120.00s, With padding: 85.00s-135.00s (Padding before: 15.00s, after: 15.00s)
